toxin_id,toxin_type,antibody_id,binding_affinity_nM,neutralization_percentage,binding_type,binding_site,species
P84788.1,Snake Venom Serine Protease,9MI0_K,11.36,44.4,Linear,Multiple CDRs,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,9MI0_H,14.39,28.8,Mixed,CDR-H3,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,9CU5_K,25.1,0.0,Mixed,Multiple CDRs,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,9CLP_L,17.07,0.0,Mixed,CDR-H3,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,9CLP_H,4.35,73.9,Linear,CDR-H3,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,9CLP_C,25.99,0.0,Mixed,CDR-H3,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,NP_000602.1,12.28,31.6,Mixed,Multiple CDRs,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,P13987.1,3.56,87.5,Linear,Multiple CDRs,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,Q9HCN6.4,10.84,62.9,Conformational,Multiple CDRs,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,P00740.2,5.55,68.0,Mixed,CDR-H3,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,1CDQ_A,35.57,0.0,Mixed,Multiple CDRs,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,6ION_A,19.57,0.0,Conformational,CDR-H3,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,6IOM_B,5.58,84.5,Linear,Multiple CDRs,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,6IOM_A,30.17,0.0,Linear,CDR-H3,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,1CDS_A,3.67,77.7,Conformational,CDR-H3,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,8SXP_H,4.3,100.0,Conformational,CDR-H3,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,8SXP_L,4.34,85.1,Mixed,Multiple CDRs,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,4V1D_E,14.69,23.3,Linear,CDR-H3,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,4V1D_D,1.31,94.5,Linear,Multiple CDRs,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,4V1D_B,16.82,14.9,Mixed,Multiple CDRs,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,4V1D_A,4.37,74.3,Linear,Multiple CDRs,Protobothrops elegans
P84788.1,Snake Venom Serine Protease,1CDR_A,19.4,0.7,Conformational,CDR-H3,Protobothrops elegans
A8QL56.1,Snake Venom Serine Protease,9MIH_L,25.25,0.0,Mixed,Multiple CDRs,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,9MIB_P,11.53,35.5,Conformational,Multiple CDRs,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,9MIA_N,0.73,91.8,Linear,Multiple CDRs,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,9MIA_H,15.63,19.0,Linear,CDR-H3,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,9CU5_E,1.64,91.0,Mixed,CDR-H3,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,9CLP_L,25.03,0.0,Conformational,Multiple CDRs,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,9CLP_H,1.83,83.6,Linear,CDR-H3,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,9CLP_C,24.23,0.0,Conformational,CDR-H3,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,NP_000602.1,6.21,62.7,Linear,CDR-H3,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,P13987.1,11.91,51.3,Conformational,Multiple CDRs,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,Q9HCN6.4,16.42,13.8,Mixed,Multiple CDRs,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,P00740.2,1.49,100.0,Conformational,Multiple CDRs,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,1CDQ_A,3.68,91.1,Conformational,Multiple CDRs,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,6ION_A,2.3,100.0,Linear,CDR-H3,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,6IOM_B,2.58,71.1,Linear,CDR-H3,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,6IOM_A,2.46,87.0,Mixed,Multiple CDRs,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,1CDS_A,1.93,91.8,Conformational,Multiple CDRs,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,8SXP_H,3.32,89.6,Conformational,CDR-H3,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,8SXP_L,20.52,0.0,Linear,Multiple CDRs,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,4V1D_E,3.82,71.5,Mixed,CDR-H3,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,4V1D_D,1.81,79.1,Conformational,CDR-H3,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,4V1D_B,1.44,100.0,Conformational,Multiple CDRs,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,4V1D_A,3.75,92.9,Mixed,CDR-H3,Ophiophagus hannah
A8QL56.1,Snake Venom Serine Protease,1CDR_A,3.33,92.9,Linear,CDR-H3,Ophiophagus hannah
CAP74088.1,Cysteine-Rich Secretory Protein,9MI0_P,8.19,40.2,Conformational,Multiple CDRs,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,9MI0_K,10.77,48.9,Mixed,CDR-H3,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,9CU5_D,6.72,77.2,Mixed,Multiple CDRs,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,9CLP_L,4.1,85.3,Mixed,Multiple CDRs,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,9CLP_H,5.13,78.4,Conformational,CDR-H3,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,9CLP_C,9.82,49.5,Mixed,Multiple CDRs,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,NP_000602.1,11.09,56.4,Mixed,CDR-H3,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,P13987.1,16.38,22.2,Mixed,Multiple CDRs,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,Q9HCN6.4,0.96,100.0,Linear,CDR-H3,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,P00740.2,40.11,0.0,Mixed,CDR-H3,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,1CDQ_A,6.2,86.4,Mixed,Multiple CDRs,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,6ION_A,16.31,35.4,Conformational,Multiple CDRs,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,6IOM_B,22.71,7.3,Conformational,Multiple CDRs,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,6IOM_A,2.65,97.0,Conformational,CDR-H3,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,1CDS_A,24.3,0.0,Linear,CDR-H3,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,8SXP_H,9.97,39.3,Mixed,Multiple CDRs,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,8SXP_L,30.74,0.0,Mixed,Multiple CDRs,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,4V1D_E,80.11,0.0,Linear,CDR-H3,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,4V1D_D,6.08,69.8,Linear,Multiple CDRs,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,4V1D_B,10.33,60.2,Mixed,CDR-H3,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,4V1D_A,6.08,79.1,Mixed,Multiple CDRs,Vipera nikolskii
CAP74088.1,Cysteine-Rich Secretory Protein,1CDR_A,3.94,85.9,Conformational,CDR-H3,Vipera nikolskii
C0HM67.1,Snake Venom Metalloproteinase,9MII_H,8.6,64.8,Linear,CDR-H3,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,9MIA_N,0.52,100.0,Conformational,CDR-H3,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,9CLP_L,20.15,16.4,Mixed,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,9CLP_H,17.72,5.6,Conformational,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,9CLP_C,6.62,54.9,Mixed,CDR-H3,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,NP_000602.1,7.04,68.3,Mixed,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,NP_001265042.1,3.32,100.0,Mixed,CDR-H3,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,P13987.1,10.12,55.7,Mixed,CDR-H3,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,NP_001424713.1,7.81,54.4,Linear,CDR-H3,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,Q9HCN6.4,7.39,62.3,Linear,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,P00740.2,54.58,0.0,Conformational,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,1CDQ_A,3.04,86.4,Conformational,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,6ION_A,9.73,72.5,Mixed,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,6IOM_B,3.86,72.0,Conformational,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,6IOM_A,13.29,36.0,Linear,CDR-H3,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,1CDS_A,1.8,100.0,Linear,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,NP_001265043.1,34.5,0.0,Mixed,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,NP_001455.3,20.58,0.0,Conformational,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,8SXP_H,4.48,72.2,Conformational,CDR-H3,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,8SXP_L,58.07,0.0,Conformational,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,4V1D_E,10.77,63.3,Linear,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,4V1D_D,5.62,86.8,Conformational,CDR-H3,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,4V1D_B,3.7,69.7,Linear,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,4V1D_A,5.53,71.2,Conformational,Multiple CDRs,Lachesis muta rhombeata
C0HM67.1,Snake Venom Metalloproteinase,1CDR_A,4.09,59.7,Conformational,Multiple CDRs,Lachesis muta rhombeata
XP_032069593.1,Cysteine-Rich Secretory Protein,9MIH_L,10.27,46.9,Mixed,CDR-H3,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,9MI0_L,23.8,0.0,Linear,Multiple CDRs,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,9B7V_H,5.08,90.6,Conformational,CDR-H3,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,8U9Y_F,6.39,74.9,Conformational,Multiple CDRs,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,8U9Y_E,6.23,58.8,Linear,Multiple CDRs,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,9CLP_L,8.23,62.5,Mixed,Multiple CDRs,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,9CLP_H,6.71,65.2,Conformational,CDR-H3,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,9CLP_C,2.83,81.0,Mixed,CDR-H3,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,NP_000602.1,6.0,68.1,Conformational,Multiple CDRs,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,P13987.1,5.43,71.5,Conformational,CDR-H3,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,Q9HCN6.4,39.86,0.0,Conformational,Multiple CDRs,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,P00740.2,50.79,0.0,Conformational,CDR-H3,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,1CDQ_A,15.75,7.6,Mixed,CDR-H3,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,6ION_A,26.98,0.0,Mixed,CDR-H3,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,6IOM_B,15.07,13.9,Mixed,CDR-H3,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,6IOM_A,25.45,0.0,Linear,Multiple CDRs,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,1CDS_A,12.03,36.3,Mixed,Multiple CDRs,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,8SXP_H,3.61,84.9,Linear,CDR-H3,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,8SXP_L,10.86,19.1,Mixed,Multiple CDRs,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,4V1D_E,6.69,73.5,Mixed,CDR-H3,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,4V1D_D,2.4,96.9,Mixed,Multiple CDRs,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,4V1D_B,1.56,100.0,Linear,Multiple CDRs,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,4V1D_A,14.34,12.6,Mixed,Multiple CDRs,Thamnophis elegans
XP_032069593.1,Cysteine-Rich Secretory Protein,1CDR_A,2.22,90.4,Mixed,Multiple CDRs,Thamnophis elegans
AAB36471.1,Phospholipase A2,9MIH_L,8.08,49.9,Conformational,Multiple CDRs,Vipera aspis
AAB36471.1,Phospholipase A2,9MIA_P,3.93,72.7,Linear,Multiple CDRs,Vipera aspis
AAB36471.1,Phospholipase A2,9MIA_K,8.87,50.1,Linear,Multiple CDRs,Vipera aspis
AAB36471.1,Phospholipase A2,9MI0_P,7.97,57.2,Conformational,Multiple CDRs,Vipera aspis
AAB36471.1,Phospholipase A2,9CU6_J,13.09,36.2,Conformational,Multiple CDRs,Vipera aspis
AAB36471.1,Phospholipase A2,9CLP_L,38.16,0.0,Mixed,CDR-H3,Vipera aspis
AAB36471.1,Phospholipase A2,9CLP_H,69.16,0.0,Conformational,CDR-H3,Vipera aspis
AAB36471.1,Phospholipase A2,9CLP_C,8.56,67.7,Linear,CDR-H3,Vipera aspis
AAB36471.1,Phospholipase A2,NP_000602.1,9.88,54.2,Conformational,Multiple CDRs,Vipera aspis
AAB36471.1,Phospholipase A2,P13987.1,2.83,86.2,Conformational,CDR-H3,Vipera aspis
AAB36471.1,Phospholipase A2,Q9HCN6.4,5.11,62.2,Mixed,CDR-H3,Vipera aspis
AAB36471.1,Phospholipase A2,P00740.2,32.55,0.0,Linear,Multiple CDRs,Vipera aspis
AAB36471.1,Phospholipase A2,1CDQ_A,3.82,87.6,Linear,CDR-H3,Vipera aspis
AAB36471.1,Phospholipase A2,6ION_A,13.92,36.5,Mixed,CDR-H3,Vipera aspis
AAB36471.1,Phospholipase A2,6IOM_B,8.5,48.0,Conformational,Multiple CDRs,Vipera aspis
AAB36471.1,Phospholipase A2,6IOM_A,22.02,0.0,Mixed,Multiple CDRs,Vipera aspis
AAB36471.1,Phospholipase A2,1CDS_A,57.13,0.0,Mixed,Multiple CDRs,Vipera aspis
AAB36471.1,Phospholipase A2,8SXP_H,5.31,92.6,Mixed,CDR-H3,Vipera aspis
AAB36471.1,Phospholipase A2,8SXP_L,4.81,91.2,Linear,CDR-H3,Vipera aspis
AAB36471.1,Phospholipase A2,4V1D_E,27.69,0.0,Mixed,CDR-H3,Vipera aspis
AAB36471.1,Phospholipase A2,4V1D_D,5.24,83.8,Conformational,CDR-H3,Vipera aspis
AAB36471.1,Phospholipase A2,4V1D_B,2.58,77.0,Conformational,Multiple CDRs,Vipera aspis
AAB36471.1,Phospholipase A2,4V1D_A,10.74,48.7,Conformational,CDR-H3,Vipera aspis
AAB36471.1,Phospholipase A2,1CDR_A,8.64,45.3,Linear,CDR-H3,Vipera aspis
C0HK19.1,Snake Venom Serine Protease,9MIB_L,5.06,74.4,Mixed,Multiple CDRs,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,9MIA_P,12.28,44.4,Mixed,CDR-H3,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,9MIA_L,16.06,18.8,Conformational,Multiple CDRs,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,9CLP_L,15.1,7.7,Mixed,Multiple CDRs,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,9CLP_H,26.38,0.0,Mixed,CDR-H3,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,9CLP_C,23.56,0.0,Mixed,CDR-H3,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,NP_000602.1,6.86,50.2,Mixed,CDR-H3,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,P13987.1,8.06,65.5,Conformational,Multiple CDRs,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,Q9HCN6.4,20.29,0.0,Mixed,CDR-H3,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,P00740.2,6.18,95.3,Linear,Multiple CDRs,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,1CDQ_A,3.07,91.2,Mixed,Multiple CDRs,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,6ION_A,2.11,81.3,Mixed,CDR-H3,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,6IOM_B,3.53,81.1,Conformational,Multiple CDRs,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,6IOM_A,28.03,0.0,Linear,Multiple CDRs,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,1CDS_A,9.47,56.6,Mixed,CDR-H3,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,8SXP_H,8.3,58.9,Linear,CDR-H3,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,8SXP_L,2.03,73.1,Linear,Multiple CDRs,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,4V1D_E,75.9,0.0,Linear,Multiple CDRs,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,4V1D_D,10.66,46.8,Conformational,Multiple CDRs,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,4V1D_B,12.7,43.2,Mixed,CDR-H3,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,4V1D_A,2.69,57.8,Conformational,CDR-H3,Crotalus durissus collilineatus
C0HK19.1,Snake Venom Serine Protease,1CDR_A,37.66,0.0,Conformational,Multiple CDRs,Crotalus durissus collilineatus
XP_058038736.1,Cysteine-Rich Secretory Protein,9MIA_P,3.1,100.0,Mixed,CDR-H3,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,9MIA_N,26.08,0.0,Linear,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,9MI0_K,39.08,0.0,Linear,CDR-H3,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,9CU6_J,20.46,0.0,Linear,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,9CU6_D,20.92,0.0,Conformational,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,9CLP_L,13.59,43.0,Linear,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,9CLP_H,33.78,0.0,Mixed,CDR-H3,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,9CLP_C,14.09,35.6,Conformational,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,NP_000602.1,6.39,70.5,Conformational,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,P13987.1,2.26,80.4,Linear,CDR-H3,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,Q9HCN6.4,5.17,97.1,Conformational,CDR-H3,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,P00740.2,4.36,75.1,Mixed,CDR-H3,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,1CDQ_A,6.8,71.0,Mixed,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,6ION_A,12.85,35.5,Linear,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,6IOM_B,3.31,65.2,Mixed,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,6IOM_A,3.72,66.5,Mixed,CDR-H3,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,1CDS_A,2.86,100.0,Conformational,CDR-H3,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,8SXP_H,30.15,0.0,Conformational,CDR-H3,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,8SXP_L,9.79,65.3,Conformational,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,4V1D_E,1.72,100.0,Conformational,CDR-H3,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,4V1D_D,4.97,83.7,Linear,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,4V1D_B,11.74,57.4,Conformational,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,4V1D_A,28.24,0.0,Mixed,Multiple CDRs,Ahaetulla prasina
XP_058038736.1,Cysteine-Rich Secretory Protein,1CDR_A,27.24,0.0,Mixed,Multiple CDRs,Ahaetulla prasina
P0DJ86.1,Snake Venom Serine Protease,9MIB_P,9.44,58.8,Mixed,CDR-H3,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,9CU5_J,4.16,83.1,Conformational,CDR-H3,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,9CLP_L,128.83,0.0,Mixed,CDR-H3,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,9CLP_H,5.03,77.7,Linear,Multiple CDRs,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,9CLP_C,32.22,0.0,Conformational,CDR-H3,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,NP_000602.1,5.17,72.2,Linear,CDR-H3,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,P13987.1,10.66,55.3,Conformational,CDR-H3,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,Q9HCN6.4,3.94,64.0,Linear,Multiple CDRs,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,P00740.2,98.04,0.0,Linear,Multiple CDRs,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,1CDQ_A,3.01,90.9,Conformational,CDR-H3,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,6ION_A,1.14,94.0,Conformational,CDR-H3,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,6IOM_B,1.03,100.0,Conformational,CDR-H3,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,6IOM_A,2.06,89.7,Linear,Multiple CDRs,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,1CDS_A,1.62,100.0,Mixed,Multiple CDRs,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,8SXP_H,8.7,66.4,Mixed,Multiple CDRs,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,8SXP_L,4.31,76.3,Mixed,CDR-H3,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,4V1D_E,3.28,85.4,Linear,CDR-H3,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,4V1D_D,3.57,88.0,Linear,CDR-H3,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,4V1D_B,17.65,5.4,Conformational,Multiple CDRs,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,4V1D_A,32.18,0.0,Conformational,Multiple CDRs,Bothrops leucurus
P0DJ86.1,Snake Venom Serine Protease,1CDR_A,6.61,69.9,Conformational,CDR-H3,Bothrops leucurus
C0L2T8.1,Snake Venom Metalloproteinase,9MIB_H,12.15,30.9,Linear,Multiple CDRs,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,9MIA_L,4.27,80.3,Conformational,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,9MI0_P,14.08,37.7,Linear,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,9MI0_L,14.38,38.8,Mixed,Multiple CDRs,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,8U9Y_M,1.83,74.6,Linear,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,9CLP_L,22.29,0.0,Conformational,Multiple CDRs,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,9CLP_H,113.4,0.0,Conformational,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,9CLP_C,10.51,53.4,Linear,Multiple CDRs,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,NP_000602.1,2.73,71.4,Mixed,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,NP_001265042.1,10.81,53.0,Mixed,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,P13987.1,2.32,99.4,Conformational,Multiple CDRs,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,NP_001424713.1,1.5,68.4,Conformational,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,Q9HCN6.4,2.3,83.3,Mixed,Multiple CDRs,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,P00740.2,2.91,81.8,Linear,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,1CDQ_A,2.78,91.4,Conformational,Multiple CDRs,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,6ION_A,13.27,36.2,Linear,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,6IOM_B,8.64,58.4,Conformational,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,6IOM_A,56.92,0.0,Conformational,CDR-H3,Crotalus durissus collilineatus
C0L2T8.1,Snake Venom Metalloproteinase,1CDS_A,30.66,0.0,Linear,CDR-H3,Crotalus durissus collilineatus
